,features,observed_count,expected_feature_count_theta_0,partial_derivative_theta_0,finite_difference_theta_0,expected_feature_count_theta_tanh,partial_derivative_theta_tanh,finite_difference_theta_tanh
"('v', 'E')","('5', 'o')",0,21.923076923076923,-21.923076923076923,-21.92307695167983,24.86702986964878,-24.86702986964878,-24.867029833330886
"('v', 'U')","('5', 's')",0,21.923076923076923,-21.923076923076923,-21.92307695167983,25.503584434092463,-25.503584434092463,-25.503584492980732
"('v', 'a')","('5', 'k')",0,21.923076923076923,-21.923076923076923,-21.92307695167983,24.229897344108416,-24.229897344108416,-24.229897371697003
"('v', 'b')","('5', 'd')",0,21.923076923076923,-21.923076923076923,-21.92307695167983,23.11791037494995,-23.11791037494995,-23.11791035936039
"('v', 'c')","('5', 'h')",3,21.923076923076923,-18.923076923076923,-18.92307700472884,23.752545164167955,-20.752545164167955,-20.752545196955907
"('v', 'd')","('5', 'b')",0,21.923076923076923,-21.923076923076923,-21.92307695167983,22.801788519398574,-22.801788519398574,-22.8017885092413
"('v', 'e')","('5', 'u')",0,21.923076923076923,-21.923076923076923,-21.92307695167983,25.821193629813994,-25.821193629813994,-25.821193662522997
"('v', 'f')","('5', 't')",11,21.923076923076923,-10.923076923076923,-10.923076956714793,25.662463339656384,-14.662463339656384,-14.662463354397913
"('v', 'g')","('5', 'p')",0,21.923076923076923,-21.923076923076923,-21.92307695167983,25.026279369279276,-25.026279369279276,-25.026279308804074
"('v', 'h')","('5', 'q')",0,21.923076923076923,-21.923076923076923,-21.92307695167983,25.1854700048204,-25.1854700048204,-25.18547003091953
"('v', 'i')","('5', 'w')",1,21.923076923076923,-20.923076923076923,-20.923076976941957,26.13811989678692,-25.13811989678692,-25.13811987228109
"('v', 'j')","('5', 'y')",0,21.923076923076923,-21.923076923076923,-21.92307695167983,26.45418776047617,-26.45418776047617,-26.454187786839608
"('v', 'k')","('5', 'g')",0,21.923076923076923,-21.923076923076923,-21.92307695167983,23.593644289435105,-23.593644289435105,-23.593644300490265
"('v', 'l')","('5', '3')",62,21.923076923076923,40.07692307692308,40.07692302820942,16.01386208428247,45.986137915717535,45.98613795678829
"('v', 'm')","('5', '2')",40,21.923076923076923,18.076923076923077,18.076923038279347,15.88928919292693,24.11071080707307,24.110710819513766
"('v', 'n')","('5', 'v')",0,21.923076923076923,-21.923076923076923,-21.92307695167983,25.979753153060173,-25.979753153060173,-25.979753149840686
"('v', 'o')","('5', 'j')",2,21.923076923076923,-19.923076923076923,-19.923076979466714,24.07069453174574,-22.07069453174574,-22.070694581088897
"('v', 'p')","('5', '1')",37,21.923076923076923,15.076923076923077,15.07692302311625,15.765730433523482,21.23426956647652,21.23426959315111
"('v', 'q')","('5', '9')",28,21.923076923076923,6.076923076923077,6.076923000364331,16.78219138257027,11.217808617429728,11.21780862831656
"('v', 'r')","('5', '6')",37,21.923076923076923,15.076923076923077,15.076923045853617,16.393596430630176,20.606403569369824,20.606403586498345
"('v', 's')","('5', '0')",157,21.923076923076923,135.07692307692307,135.07692303846852,15.64319208926136,141.35680791073864,141.3568078987737
"('v', 't')","('5', '8')",28,21.923076923076923,6.076923076923077,6.076923023101698,16.651689210816436,11.348310789183564,11.348310749781374
"('v', 'u')","('5', '4')",21,21.923076923076923,-0.9230769230769234,-0.9230769364876322,16.139442406124484,4.860557593875516,4.860557601205073
"('v', 'v')","('5', '5')",27,21.923076923076923,5.076923076923077,5.076923048363824,16.266023036421768,10.733976963578232,10.733976978372084
"('v', 'w')","('5', 'x')",0,21.923076923076923,-21.923076923076923,-21.92307695167983,26.2962719991107,-26.2962719991107,-26.29627197165973
"('v', 'x')","('5', '7')",25,21.923076923076923,3.0769230769230766,3.076923053413338,16.522154620095737,8.477845379904263,8.477845381094085
"('v', 'y')","('5', 'U')",0,21.923076923076923,-21.923076923076923,-21.92307695167983,20.78012743805719,-20.78012743805719,-20.780127465513942
"('v', 'z')","('5', 'E')",0,21.923076923076923,-21.923076923076923,-21.92307695167983,18.419897344143752,-18.419897344143752,-18.4198973556704
"('w', ' ')","('x', 'a')",136,42.05128205128205,93.94871794871796,93.94871794938807,42.68806022203786,93.31193977796214,93.31193978141526
"('w', '0')","('x', 'l')",19,42.05128205128205,-23.05128205128205,-23.051282096275823,46.442789352715195,-27.442789352715195,-27.44278936006594
"('w', '1')","('x', 'SPACE')",314,42.05128205128205,271.94871794871796,271.94871786377917,28.08748116974679,285.9125188302532,285.91251884790836
"('w', '2')","('x', 'z')",0,42.05128205128205,-42.05128205128205,-42.05128202556807,51.79643119978008,-51.79643119978008,-51.796431216644116
"('w', '3')","('x', 'm')",7,42.05128205128205,-35.05128205128205,-35.051282020504004,46.804107035007895,-39.804107035007895,-39.80410701842629
"('w', '4')","('x', 'n')",0,42.05128205128205,-42.05128205128205,-42.05128202556807,47.16872566800922,-47.16872566800922,-47.168725632218404
"('w', '5')","('x', 'e')",142,42.05128205128205,99.94871794871796,99.94871788876479,44.00664774727757,97.99335225272243,97.99335225579851
"('w', '6')","('x', 'r')",1,42.05128205128205,-41.05128205128205,-41.051282050830196,48.65997505438153,-47.65997505438153,-47.659975007263704
"('w', '7')","('x', 'i')",108,42.05128205128205,65.94871794871796,65.94871797460655,45.37873185338102,62.62126814661898,62.6212679890159
"('w', '8')","('x', 'c')",150,42.05128205128205,107.94871794871796,107.94871800499094,43.34066506518775,106.65933493481225,106.65933500604295
"('w', '9')","('x', 'f')",6,42.05128205128205,-36.05128205128205,-36.05128208619135,44.34465663443503,-38.34465663443503,-38.344656604749616
"('w', 'E')","('x', 'o')",15,42.05128205128205,-27.05128205128205,-27.05128204070206,47.536634448353624,-32.536634448353624,-32.53663448958832
"('w', 'U')","('x', 's')",1,42.05128205128205,-41.05128205128205,-41.051282050830196,49.04091151712481,-48.04091151712481,-48.04091154255729
"('w', 'a')","('x', 'k')",0,42.05128205128205,-42.05128205128205,-42.05128202556807,46.08478220558621,-46.08478220558621,-46.08478220688993
"('w', 'b')","('x', 'd')",0,42.05128205128205,-42.05128205128205,-42.05128202556807,43.671983742026065,-43.671983742026065,-43.67198371255653
"('w', 'c')","('x', 'h')",12,42.05128205128205,-30.05128205128205,-30.051282055865155,45.03070186517704,-33.03070186517704,-33.030701843017596
"('w', 'd')","('x', 'b')",4,42.05128205128205,-38.05128205128205,-38.051282081141835,43.01269110695802,-39.01269110695802,-39.01269105881511
"('w', 'e')","('x', 'u')",20,42.05128205128205,-22.05128205128205,-22.051282076063213,49.8124181390865,-29.812418139086503,-29.81241823363234
"('w', 'f')","('x', 't')",269,42.05128205128205,226.94871794871796,226.9487179091811,49.42506534353847,219.57493465646152,219.5749346810771
"('w', 'g')","('x', 'p')",408,42.05128205128205,365.94871794871796,365.94871803572454,47.90782133912196,360.09217866087806,360.092178607374
"('w', 'h')","('x', 'q')",1,42.05128205128205,-41.05128205128205,-41.051282050830196,48.28227305601551,-47.28227305601551,-47.2822729989275
"('w', 'i')","('x', 'w')",0,42.05128205128205,-42.05128205128205,-42.05128202556807,50.596640535905834,-50.596640535905834,-50.59664044892997
"('w', 'j')","('x', 'y')",4,42.05128205128205,-38.05128205128205,-38.0512820356671,51.39340534940326,-47.39340534940326,-47.393405384354985
"('w', 'k')","('x', 'g')",0,42.05128205128205,-42.05128205128205,-42.05128202556807,44.686008880314176,-44.686008880314176,-44.68600891414098
"('w', 'l')","('x', '3')",16,42.05128205128205,-26.05128205128205,-26.05128202048945,31.168860530900382,-15.168860530900382,-15.168860682024386
"('w', 'm')","('x', '2')",0,42.05128205128205,-42.05128205128205,-42.05128202556807,30.985615985844994,-30.985615985844994,-30.98561601291294
"('w', 'n')","('x', 'v')",0,42.05128205128205,-42.05128205128205,-42.05128202556807,50.202950206169746,-50.202950206169746,-50.202950205857626
"('w', 'o')","('x', 'j')",1,42.05128205128205,-41.05128205128205,-41.051282050830196,45.73009397459021,-44.73009397459021,-44.730093941325315
"('w', 'p')","('x', '1')",1,42.05128205128205,-41.05128205128205,-41.051282050830196,30.80485708331686,-29.80485708331686,-29.80485724037862
"('w', 'q')","('x', '9')",3,42.05128205128205,-39.05128205128205,-39.05128205587971,32.321951899665535,-29.321951899665535,-29.321951979
"('w', 'r')","('x', '6')",0,42.05128205128205,-42.05128205128205,-42.05128202556807,31.733763138536485,-31.733763138536485,-31.733763125885158
"('w', 's')","('x', '0')",0,42.05128205128205,-42.05128205128205,-42.05128202556807,30.626558238915983,-30.626558238915983,-30.626558236690467
"('w', 't')","('x', '8')",0,42.05128205128205,-42.05128205128205,-42.05128202556807,32.123259582143454,-32.123259582143454,-32.12325950698869
"('w', 'u')","('x', '4')",0,42.05128205128205,-42.05128205128205,-42.05128202556807,31.354616259681894,-31.354616259681894,-31.35461629426572
"('w', 'v')","('x', '5')",1,42.05128205128205,-41.05128205128205,-41.051282050830196,31.54290865714178,-30.54290865714178,-30.54290868931275
"('w', 'w')","('x', 'x')",1,42.05128205128205,-41.05128205128205,-41.051282050830196,50.99346680095261,-49.99346680095261,-49.99346683689509
"('w', 'x')","('x', '7')",0,42.05128205128205,-42.05128205128205,-42.05128202556807,31.92720503557214,-31.92720503557214,-31.9272050546715
"('w', 'y')","('x', 'U')",0,42.05128205128205,-42.05128205128205,-42.05128202556807,39.051332367144624,-39.051332367144624,-39.05133235093672
"('w', 'z')","('x', 'E')",0,42.05128205128205,-42.05128205128205,-42.05128202556807,34.92092741886845,-34.92092741886845,-34.92092741907982
"('x', ' ')","('7', 'a')",0,15.307692307692307,-15.307692307692307,-15.307692342503286,15.805049863022598,-15.805049863022598,-15.805049883965692
"('x', '0')","('7', 'l')",0,15.307692307692307,-15.307692307692307,-15.307692342503286,17.0374037805239,-17.0374037805239,-17.037403790709504
"('x', '1')","('7', 'SPACE')",150,15.307692307692307,134.69230769230768,134.69230766531837,9.63802524845645,140.36197475154356,140.36197474069922
"('x', '2')","('7', 'z')",0,15.307692307692307,-15.307692307692307,-15.307692342503286,18.612682877947705,-18.612682877947705,-18.612682856655738
"('x', '3')","('7', 'm')",0,15.307692307692307,-15.307692307692307,-15.307692342503286,17.150088630295915,-17.150088630295915,-17.150088592643442
"('x', '4')","('7', 'n')",0,15.307692307692307,-15.307692307692307,-15.307692342503286,17.262812376107828,-17.262812376107828,-17.26281236642535
"('x', '5')","('7', 'e')",0,15.307692307692307,-15.307692307692307,-15.307692342503286,16.25105610574906,-16.25105610574906,-16.25105605853605
"('x', '6')","('7', 'r')",0,15.307692307692307,-15.307692307692307,-15.307692342503286,17.713773326160954,-17.713773326160954,-17.71377335444413
"('x', '7')","('7', 'i')",1,15.307692307692307,-14.307692307692307,-14.307692322290675,16.69974432532522,-15.69974432532522,-15.699744312769324
"('x', '8')","('7', 'c')",1,15.307692307692307,-14.307692307692307,-14.307692322290675,16.027654185976246,-15.027654185976246,-15.02765421719232
"('x', '9')","('7', 'f')",0,15.307692307692307,-15.307692307692307,-15.307692342503286,16.363016576049723,-16.363016576049723,-16.36301658436423
"('x', 'E')","('7', 'o')",0,15.307692307692307,-15.307692307692307,-15.307692342503286,17.37555885243263,-17.37555885243263,-17.375558877574804
"('x', 'U')","('7', 's')",4,15.307692307692307,-11.307692307692307,-11.307692329864947,17.8264495570946,-13.826449557094602,-13.826449549014795
"('x', 'a')","('7', 'k')",0,15.307692307692307,-15.307692307692307,-15.307692342503286,16.924774000282866,-16.924774000282866,-16.924774013205024
"('x', 'b')","('7', 'd')",3,15.307692307692307,-12.307692307692307,-12.30769232734019,16.13926334409482,-13.139263344094822,-13.139263342054617
"('x', 'c')","('7', 'h')",3,15.307692307692307,-12.307692307692307,-12.30769232734019,16.587376732022356,-13.587376732022356,-13.587376702162144
"('x', 'd')","('7', 'b')",0,15.307692307692307,-15.307692307692307,-15.307692342503286,15.91624444877653,-15.91624444877653,-15.916244478830775
"('x', 'e')","('7', 'u')",1,15.307692307692307,-14.307692307692307,-14.307692322290675,18.051613146486307,-17.051613146486307,-17.05161314475845
"('x', 'f')","('7', 't')",12,15.307692307692307,-3.3076923076923066,-3.3076923273256393,17.93906813795158,-5.93906813795158,-5.93906818266987
"('x', 'g')","('7', 'p')",1,15.307692307692307,-14.307692307692307,-14.307692322290675,17.488311911131174,-16.488311911131174,-16.488311939610867
"('x', 'h')","('7', 'q')",0,15.307692307692307,-15.307692307692307,-15.307692342503286,17.601055430818427,-17.601055430818427,-17.60105542416568
"('x', 'i')","('7', 'w')",0,15.307692307692307,-15.307692307692307,-15.307692342503286,18.27641912808266,-18.27641912808266,-18.27641910949751
"('x', 'j')","('7', 'y')",0,15.307692307692307,-15.307692307692307,-15.307692342503286,18.50074172799562,-18.50074172799562,-18.500741725802072
"('x', 'k')","('7', 'g')",0,15.307692307692307,-15.307692307692307,-15.307692342503286,16.475128792013166,-16.475128792013166,-16.4751287911713
"('x', 'l')","('7', '3')",35,15.307692307692307,19.692307692307693,19.692307660079678,11.159092851956556,23.840907148043442,23.840907124395013
"('x', 'm')","('7', '2')",53,15.307692307692307,37.69230769230769,37.69230766010878,11.072359365848078,41.92764063415192,41.927640631911345
"('x', 'n')","('7', 'v')",0,15.307692307692307,-15.307692307692307,-15.307692342503286,18.16406873278982,-18.16406873278982,-18.164068728765415
"('x', 'o')","('7', 'j')",0,15.307692307692307,-15.307692307692307,-15.307692342503286,16.812215461558186,-16.812215461558186,-16.81221547187306
"('x', 'p')","('7', '1')",111,15.307692307692307,95.6923076923077,95.69230765009705,10.986352289703586,100.01364771029641,100.0136477387059
"('x', 'q')","('7', '9')",26,15.307692307692307,10.692307692307693,10.692307660065126,11.694495113781164,14.305504886218836,14.305504919320809
"('x', 'r')","('7', '6')",17,15.307692307692307,1.6923076923076934,1.6923076600505735,11.423608766377809,5.576391233622191,5.576391208705899
"('x', 's')","('7', '0')",73,15.307692307692307,57.69230769230769,57.692307655088364,10.901075484486636,62.09892451551336,62.098924536257975
"('x', 't')","('7', '8')",17,15.307692307692307,1.6923076923076934,1.6923076600505735,11.603500739674956,5.396499260325044,5.3964992503097164
"('x', 'u')","('7', '4')",24,15.307692307692307,8.692307692307693,8.69230766511464,11.246548594947303,12.753451405052697,12.753451414937443
"('x', 'v')","('7', '5')",39,15.307692307692307,23.692307692307693,23.692307672718012,11.334722147535599,27.6652778524644,27.665277843880173
"('x', 'w')","('7', 'x')",0,15.307692307692307,-15.307692307692307,-15.307692342503286,18.38864865337657,-18.38864865337657,-18.388648686595843
"('x', 'x')","('7', '7')",26,15.307692307692307,10.692307692307693,10.692307660065126,11.513203410451073,14.486796589548927,14.486796567325653
"('x', 'y')","('7', 'U')",0,15.307692307692307,-15.307692307692307,-15.307692342503286,14.493064294280748,-14.493064294280748,-14.493064281850819
"('x', 'z')","('7', 'E')",0,15.307692307692307,-15.307692307692307,-15.307692342503286,12.838332591436847,-12.838332591436847,-12.838332577302934
"('y', ' ')","('U', 'a')",0,0.0,0.0,0.0,0.0,0.0,0.0
"('y', '0')","('U', 'l')",0,0.0,0.0,0.0,0.0,0.0,0.0
"('y', '1')","('U', 'SPACE')",0,0.0,0.0,0.0,0.0,0.0,0.0
"('y', '2')","('U', 'z')",0,0.0,0.0,0.0,0.0,0.0,0.0
"('y', '3')","('U', 'm')",0,0.0,0.0,0.0,0.0,0.0,0.0
"('y', '4')","('U', 'n')",0,0.0,0.0,0.0,0.0,0.0,0.0
"('y', '5')","('U', 'e')",0,0.0,0.0,0.0,0.0,0.0,0.0
"('y', '6')","('U', 'r')",0,0.0,0.0,0.0,0.0,0.0,0.0
"('y', '7')","('U', 'i')",0,0.0,0.0,0.0,0.0,0.0,0.0
"('y', '8')","('U', 'c')",0,0.0,0.0,0.0,0.0,0.0,0.0
"('y', '9')","('U', 'f')",0,0.0,0.0,0.0,0.0,0.0,0.0
"('y', 'E')","('U', 'o')",0,0.0,0.0,0.0,0.0,0.0,0.0
"('y', 'U')","('U', 's')",0,0.0,0.0,0.0,0.0,0.0,0.0
"('y', 'a')","('U', 'k')",0,0.0,0.0,0.0,0.0,0.0,0.0
"('y', 'b')","('U', 'd')",0,0.0,0.0,0.0,0.0,0.0,0.0
"('y', 'c')","('U', 'h')",0,0.0,0.0,0.0,0.0,0.0,0.0
"('y', 'd')","('U', 'b')",0,0.0,0.0,0.0,0.0,0.0,0.0
"('y', 'e')","('U', 'u')",0,0.0,0.0,0.0,0.0,0.0,0.0
"('y', 'f')","('U', 't')",0,0.0,0.0,0.0,0.0,0.0,0.0
"('y', 'g')","('U', 'p')",0,0.0,0.0,0.0,0.0,0.0,0.0
"('y', 'h')","('U', 'q')",0,0.0,0.0,0.0,0.0,0.0,0.0
"('y', 'i')","('U', 'w')",0,0.0,0.0,0.0,0.0,0.0,0.0
"('y', 'j')","('U', 'y')",0,0.0,0.0,0.0,0.0,0.0,0.0
"('y', 'k')","('U', 'g')",0,0.0,0.0,0.0,0.0,0.0,0.0
"('y', 'l')","('U', '3')",0,0.0,0.0,0.0,0.0,0.0,0.0
"('y', 'm')","('U', '2')",0,0.0,0.0,0.0,0.0,0.0,0.0
"('y', 'n')","('U', 'v')",0,0.0,0.0,0.0,0.0,0.0,0.0
"('y', 'o')","('U', 'j')",0,0.0,0.0,0.0,0.0,0.0,0.0
"('y', 'p')","('U', '1')",0,0.0,0.0,0.0,0.0,0.0,0.0
"('y', 'q')","('U', '9')",0,0.0,0.0,0.0,0.0,0.0,0.0
"('y', 'r')","('U', '6')",0,0.0,0.0,0.0,0.0,0.0,0.0
"('y', 's')","('U', '0')",0,0.0,0.0,0.0,0.0,0.0,0.0
"('y', 't')","('U', '8')",0,0.0,0.0,0.0,0.0,0.0,0.0
"('y', 'u')","('U', '4')",0,0.0,0.0,0.0,0.0,0.0,0.0
"('y', 'v')","('U', '5')",0,0.0,0.0,0.0,0.0,0.0,0.0
